,Unnamed: 0,From,To,Time,Distance,Avg Speed,Altitude From,Altitude To,Slope,Slope %,Slope Angle,Bus Stop,Final Stop,Zone Type,Green Zone,Solution,Energy consumed,Remaining charge %,Green kms,CO2 emissions
0,0,"(41.3854832105608, 2.104893896575636)","(41.387484013832946, 2.106660749823554)",32.2,267.0,8.291925465838508,115.53700256347656,116.1750030517578,0.0023895149373829,0.2389514937382959,0.002389510389529,1,0,0,0,1,0.5547065649310069,8.507583975297491,0.267,0.0
1,1,"(41.387484013832946, 2.106660749823554)","(41.389977734028584, 2.1080937724913644)",54.6,342.8,6.278388278388277,116.1750030517578,120.95800018310548,0.0139527337553898,1.3952733755389894,0.0139518284274115,1,0,0,0,0,0.08517750953312406,8.522959912157827,0.025,0.29115207723558006
2,2,"(41.389977734028584, 2.1080937724913644)","(41.391425, 2.108767)",22.5,170.6,7.582222222222222,120.95800018310548,122.96099853515624,0.0117409047599694,1.1740904759969408,0.011740365314533999,1,0,0,0,0,0.08335565588872514,8.439604256269101,0.025,0.15164164028700045
3,3,"(41.391425, 2.108767)","(41.394401, 2.110121)",28.1,351.2,12.498220640569393,122.96099853515624,134.60899353027344,0.03316627276514,3.3166272765140064,0.0331541198001887,0,0,0,0,0,0.08335565588872514,8.439604256269101,0.025,0.5161082087991693
4,4,"(41.394401, 2.110121)","(41.395455, 2.110772)",7.2,129.3,17.958333333333336,134.60899353027344,135.95500183105472,0.0104099636564675,1.0409963656467518,0.0104095876475469,0,0,0,0,0,0.08335565588872514,8.439604256269101,0.025,0.11164597698820587
5,5,"(41.395455, 2.110772)","(41.396663, 2.111992)",9.3,168.6,18.129032258064512,135.95500183105472,139.71499633789062,0.0223012722825381,2.2301272282538185,0.0222975762303444,0,0,0,0,0,0.08335565588872514,8.439604256269101,0.025,0.20579127061404676
6,6,"(41.396663, 2.111992)","(41.398045, 2.113075)",9.9,178.3,18.01010101010101,139.71499633789062,146.81500244140625,0.0398205614330657,3.982056143306576,0.0397995339175249,0,0,0,0,0,0.08335565588872514,8.439604256269101,0.025,0.31019552192173927
7,7,"(41.398045, 2.113075)","(41.399511, 2.113476)",9.3,167.6,18.021505376344088,146.81500244140625,158.1179962158203,0.0674402969833774,6.744029698337745,0.0673383312513545,0,0,0,0,0,0.08335565588872514,8.439604256269101,0.025,0.42858492613987376
8,8,"(41.399511, 2.113476)","(41.40047, 2.113828)",15.3,111.8,7.30718954248366,158.1179962158203,149.8300018310547,-0.0741323290229483,-7.413232902294835,-0.0739969744593402,0,0,0,0,1,-0.2830722852653248,8.722676541534426,0.1118,0.0
9,9,"(41.40047, 2.113828)","(41.400751, 2.114009)",134.9,802.4,5.9481097108969605,149.8300018310547,152.5449981689453,0.0033835946384479,0.3383594638447937,0.0033835817259356,0,0,0,0,1,1.157731901924287,7.564944639610139,0.8024,0.0
10,10,"(41.400751, 2.114009)","(41.40159426049744, 2.1147954859189046)",29.9,119.2,3.986622073578596,152.5449981689453,151.7830047607422,-0.006392562149355,-0.6392562149355075,-0.0063924750744571,0,0,1,0,1,0.08430094079009186,7.630221243361983,0.1192,0.0
11,11,"(41.40159426049744, 2.1147954859189046)","(41.402741, 2.116016)",14.7,163.3,11.108843537414966,151.7830047607422,148.58299255371094,-0.019595910637056,-1.9595910637056029,-0.0195934029401122,1,0,1,0,1,0.44626838214095443,7.183952861221028,0.1633,0.0
12,12,"(41.402741, 2.116016)","(41.404287568314544, 2.1174904914639696)",27.6,213.4,7.731884057971015,148.58299255371094,149.1790008544922,0.0027929161236234,0.2792916123623477,0.0027929088617213,0,0,1,0,1,0.29884579961798635,7.107123762354016,0.2134,0.0
13,13,"(41.404287568314544, 2.1174904914639696)","(41.40600178384615, 2.120595640754426)",48.6,340.2,7.0,149.1790008544922,153.7480010986328,0.0134303358146402,1.3430335814640286,0.0134295284079132,1,0,0,0,0,0.08474724582939065,7.147087362256692,0.025,0.2916535164223054
