,Unnamed: 0,From,To,Time,Distance,Avg Speed,Altitude From,Altitude To,Slope,Slope %,Slope Angle,Bus Stop,Final Stop,Zone Type,Green Zone,Solution,Energy consumed,Remaining charge %,Green kms,CO2 emissions
0,0,"(41.37348903225844, 2.1310357888053146)","(41.373282, 2.13115)",126.3,443.4,3.5106888361045128,23.63400077819824,23.20000076293945,-0.0009788002148371,-0.0978800214837142,-0.0009787999022575,1,0,0,0,1,0.5392486764590771,8.360751323540923,0.44339999999999996,0.0
1,1,"(41.373282, 2.13115)","(41.375223398825085, 2.130778554343554)",35.6,233.0,6.544943820224719,23.20000076293945,27.29599952697754,0.0175793938370733,1.757939383707333,0.0175775832896031,0,0,0,0,1,0.5954180351149989,7.789951085368123,0.233,0.0
2,2,"(41.375223398825085, 2.130778554343554)","(41.37732536257221, 2.1300951797099783)",34.7,240.9,6.942363112391933,27.29599952697754,32.160999298095696,0.0201951007518396,2.019510075183962,0.0201923559527461,1,0,0,0,1,0.7396175976196999,7.183399443505487,0.2409,0.0
3,3,"(41.37732536257221, 2.1300951797099783)","(41.37997987956932, 2.1292275682465776)",41.0,305.4,7.448780487804878,32.160999298095696,39.09400177001953,0.0227013833396327,2.2701383339632706,0.0226974848045031,1,0,0,0,1,0.9937073120678476,6.355814229929277,0.3054,0.0
4,4,"(41.37997987956932, 2.1292275682465776)","(41.382146294584054, 2.1284661060171763)",28.0,251.9,8.996428571428572,39.09400177001953,46.01399993896485,0.0274712114686197,2.747121146861974,0.0274643040529079,1,0,0,3,1,0.942598050551675,5.658512073584286,0.2519,0.0
5,5,"(41.382146294584054, 2.1284661060171763)","(41.38524018408026, 2.1275194022250865)",39.5,354.3,8.969620253164557,46.01399993896485,54.53799819946289,0.0240587024005025,2.405870240050253,0.0240540621165792,1,0,0,3,0,0.09349674585036455,5.8030133805532635,0.025,0.8474663125767417
6,6,"(41.38524018408026, 2.1275194022250865)","(41.38802586866684, 2.1281215594042298)",42.5,353.2,8.310588235294118,54.53799819946289,63.50799942016602,0.0253963794470643,2.539637944706434,0.0253909215398768,1,0,0,3,0,0.09459717498618118,5.912389696904627,0.025,0.8505021239813669
7,7,"(41.38802586866684, 2.1281215594042298)","(41.38932613722201, 2.1280282062262184)",39.6,152.1,3.8409090909090913,63.50799942016602,64.62699890136719,0.0073569985614804,0.7356998561480419,0.0073568658322259,1,0,0,3,1,0.2918853463239321,5.64741198527885,0.15209999999999999,0.0
8,8,"(41.38932613722201, 2.1280282062262184)","(41.39168606620779, 2.129243763554364)",32.2,282.5,8.773291925465838,64.62699890136719,74.47899627685547,0.0348743269928788,3.4874326992878872,0.0348601990317099,1,0,0,0,0,0.10238766937492698,5.806138769887126,0.025,0.41086030409499336
9,9,"(41.39168606620779, 2.129243763554364)","(41.392234, 2.129758)",60.3,252.6,4.189054726368158,74.47899627685547,76.56300354003906,0.0082502266951052,0.825022669510528,0.0082500395154447,1,0,0,0,1,0.5013746718119801,5.304764098075146,0.2526,0.0
10,10,"(41.392234, 2.129758)","(41.39302148697356, 2.131147239815073)",27.4,152.0,5.547445255474453,76.56300354003906,76.05599975585938,-0.0033355512117084,-0.3335551211708471,-0.0033355388414525,0,0,0,0,1,0.13952853330291148,5.205475495393597,0.152,0.0
11,11,"(41.39302148697356, 2.131147239815073)","(41.39542869521367, 2.1344638242963025)",50.4,392.7,7.791666666666668,76.05599975585938,74.56500244140625,-0.0037967846051772,-0.3796784605177298,-0.0037967663610594,1,0,0,0,1,0.523477983501332,4.808101410184703,0.3927,0.0
12,12,"(41.39542869521367, 2.1344638242963025)","(41.396341, 2.136488)",47.2,196.7,4.167372881355932,74.56500244140625,76.36299896240234,0.0091408059023695,0.9140805902369566,0.0091405513304864,1,0,0,0,1,0.41101750258019143,4.397083907604511,0.19669999999999999,0.0
13,13,"(41.396341, 2.136488)","(41.398468005625254, 2.1349039572590605)",34.4,271.0,7.877906976744188,76.36299896240234,86.19499969482422,0.0362804455070917,3.6280445507091783,0.0362645397708383,0,0,0,0,0,0.41101750258019143,4.437690719357854,0.19669999999999999,0.4146486593986186
14,14,"(41.398468005625254, 2.1349039572590605)","(41.40018614933199, 2.1335741957080807)",22.5,221.3,9.835555555555556,86.19499969482422,94.47799682617188,0.0374288166802876,3.7428816680287653,0.0374113531435599,1,0,1,0,1,0.9679686875374829,3.7805747705011337,0.22130000000000002,0.0
15,15,"(41.40018614933199, 2.1335741957080807)","(41.401868, 2.132224)",94.8,581.6,6.1350210970464145,94.47799682617188,106.71199798583984,0.021035077647297,2.1035077647297062,0.0210319759756056,1,0,1,0,1,1.7031072551929158,2.077467515308218,0.5816,0.0
16,16,"(41.401868, 2.132224)","(41.40315309506873, 2.1312771258225487)",13.3,164.3,12.353383458646615,106.71199798583984,116.16999816894531,0.0575654302075804,5.756543020758046,0.0575019699692421,0,0,0,0,0,1.7031072551929158,2.1850183642747845,0.5816,0.36008881597322434
17,17,"(41.40315309506873, 2.1312771258225487)","(41.4049078009883, 2.1304849503578214)",23.8,244.6,10.277310924369747,116.16999816894531,127.31099700927734,0.0455478284559772,4.554782845597724,0.0455163696927528,1,0,0,0,0,0.11114417633577804,2.4557788751465948,0.025,0.4124447485887153
18,18,"(41.4049078009883, 2.1304849503578214)","(41.406406, 2.133212)",27.096,285.0,10.518157661647477,127.31099700927734,124.30799865722656,-0.0105368363229851,-1.0536836322985197,-0.0105364463984907,1,0,0,0,1,0.4908706674627247,1.96490820768387,0.285,0.0
