,From,To,Time,Distance,Avg Speed,Altitude From,Altitude To,Slope,Slope %,Slope Angle,Bus Stop,Final Stop,Zone Type,Green Zone
0,"(41.41030727878139, 2.1365638467373147)","(41.4112268988954, 2.1329840315673114)",89.5,389.1,4.347486033519553,128.42599487304688,150.02200317382812,0.055502462865025,5.550246286502506,0.0554455757617203,1,0,0,0
1,"(41.4112268988954, 2.1329840315673114)","(41.41201820095994, 2.133100172885617)",35.6,148.2,4.162921348314606,150.02200317382812,155.9929962158203,0.040290101497923,4.0290101497923,0.0402683218366211,1,0,0,0
2,"(41.41201820095994, 2.133100172885617)","(41.413003, 2.134227)",35.2,146.5,4.1619318181818175,155.9929962158203,152.16299438476562,-0.0261433572085644,-2.6143357208564417,-0.0261374035384298,1,0,0,0
3,"(41.413003, 2.134227)","(41.41428929249944, 2.134143988633339)",35.9,176.9,4.9275766016713085,152.16299438476562,162.83299255371094,0.0603165526791707,6.031655267917079,0.060243566318914,0,0,0,0
4,"(41.41428929249944, 2.134143988633339)","(41.41489457657879, 2.135836458945553)",21.2,192.7,9.089622641509434,162.83299255371094,160.6439971923828,-0.0113596022902341,-1.1359602290234174,-0.0113591137115653,1,0,0,0
5,"(41.41489457657879, 2.135836458945553)","(41.414527, 2.136944)",17.9,128.3,7.167597765363129,160.6439971923828,158.4550018310547,-0.0170615382800321,-1.7061538280032151,-0.0170598830534349,1,0,0,0
6,"(41.414527, 2.136944)","(41.41449581491972, 2.1382620127469254)",17.9,124.0,6.927374301675978,158.4550018310547,152.14199829101562,-0.0509113188712827,-5.0911318871282765,-0.0508674004108425,0,0,0,0
7,"(41.41449581491972, 2.1382620127469254)","(41.416211046958324, 2.13822604754505)",38.7,228.4,5.901808785529716,152.14199829101562,166.9010009765625,0.0646191010750738,6.461910107507388,0.0645293839624732,1,0,0,0
8,"(41.416211046958324, 2.13822604754505)","(41.41783062946355, 2.139136362379223)",24.5,197.9,8.077551020408164,166.9010009765625,162.03199768066406,-0.0246033516720486,-2.4603351672048697,-0.0245983891337186,1,0,0,0
9,"(41.41783062946355, 2.139136362379223)","(41.41754491221792, 2.140353828897585)",30.6,132.9,4.3431372549019605,162.03199768066406,145.63299560546875,-0.1233935445838624,-12.33935445838624,-0.1227729423494272,1,0,0,0
