,From,To,Time,Distance,Avg Speed,Altitude From,Altitude To,Slope,Slope %,Slope Angle,Bus Stop,Final Stop,Zone Type,Green Zone
0,"(41.3766023361975, 2.1119242043947803)","(41.376048, 2.113959)",50.7,247.9,4.889546351084812,59.57699966430664,54.75600051879883,-0.0194473543586438,-1.9447354358643856,-0.019444903254332,1,0,0,0
1,"(41.376048, 2.113959)","(41.37717246077722, 2.114777029453305)",38.9,162.1,4.167095115681234,54.75600051879883,53.61399841308594,-0.0070450469198821,-0.7045046919882114,-0.0070449303684854,0,0,0,0
2,"(41.37717246077722, 2.114777029453305)","(41.37854860824088, 2.1174857757043637)",65.5,273.0,4.1679389312977095,53.61399841308594,49.52099990844727,-0.0149926685151599,-1.4992668515159968,-0.0149915453154178,1,0,0,3
3,"(41.37854860824088, 2.1174857757043637)","(41.37823486540717, 2.121946534508157)",76.1,467.5,6.143232588699081,49.52099990844727,40.21200180053711,-0.0199122954179896,-1.991229541798964,-0.0199096643054513,1,0,0,3
4,"(41.37823486540717, 2.121946534508157)","(41.379928830581704, 2.1245399146122548)",45.9,286.9,6.250544662309368,40.21200180053711,44.36999893188477,0.014492844654401,1.4492844654401034,0.0144918300775963,1,0,0,3
5,"(41.379928830581704, 2.1245399146122548)","(41.3812152721646, 2.126648445149802)",36.4,227.4,6.247252747252747,44.36999893188477,46.34600067138672,0.0086895415105626,0.8689541510562679,0.0086893228101226,1,0,0,3
6,"(41.3812152721646, 2.126648445149802)","(41.38273224016145, 2.128835686566618)",38.6,248.1,6.427461139896373,46.34600067138672,46.88299942016602,0.0021644447754103,0.2164444775410306,0.0021644413954075,1,0,0,3
7,"(41.38273224016145, 2.128835686566618)","(41.385283717855124, 2.1326691621405534)",53.3,427.8,8.026266416510321,46.88299942016602,50.09600067138672,0.0075105218588609,0.7510521858860923,0.0075103806459549,1,0,0,3
8,"(41.385283717855124, 2.1326691621405534)","(41.385463, 2.132815)",41.4,251.5,6.074879227053139,50.09600067138672,50.51599884033203,0.0016699728387487,0.1669972838748757,0.0016699712863394,1,0,0,0
9,"(41.385463, 2.132815)","(41.38613826944624, 2.1358693265737845)",42.7,355.8,8.332552693208429,50.51599884033203,49.76399993896485,-0.0021135438486992,-0.2113543848699234,-0.0021135407015932,0,0,0,0
10,"(41.38613826944624, 2.1358693265737845)","(41.384606611860974, 2.1374561597196347)",19.4,215.9,11.128865979381445,49.76399993896485,43.46699905395508,-0.0291662847846677,-2.9166284784667735,-0.0291580186877294,1,0,0,0
11,"(41.384606611860974, 2.1374561597196347)","(41.38404, 2.138169)",191.2,850.7,4.449267782426778,43.46699905395508,41.21200180053711,-0.002650754970516,-0.2650754970516009,-0.0026507487620305,1,0,0,0
12,"(41.38404, 2.138169)","(41.383211, 2.139072)",11.0,120.1,10.918181818181818,41.21200180053711,38.428001403808594,-0.0231806860676812,-2.318068606768123,-0.023176535403346,0,0,0,0
