433.27263584397053 -834.1594000000001
433.3825800999145 -835.6057000000001
433.3640174073258 -835.5212
433.304797582743 -834.9501000000001
433.3278893842788 -835.1208
433.3285166958456 -835.2443000000001
433.2970119370855 -834.2966
433.3247544241162 -835.0970000000001
433.32363189502667 -835.0792
433.3328713386935 -835.4327000000001
433.300658917806 -834.9198000000001
433.6140936241678 -835.7397000000001
433.36533839005574 -835.5993000000001
433.323542587465 -834.9805000000001
433.3124564545435 -834.9762000000002
