434.06210283438907 -829.9697000000003
434.03117927348677 -829.9034000000001
433.9851225325626 -829.8738000000003
433.9839758214392 -829.7475000000002
434.1027779188899 -830.5596000000003
434.10871374151503 -830.7139000000002
434.1067955390223 -830.6792000000003
434.11581594134555 -831.0023000000001
434.1136063647955 -830.9160000000002
433.966236025056 -829.4829000000002
433.965351363236 -829.2179000000003
433.96203276888616 -829.1575000000003
433.96417230884634 -829.2146000000002
433.9657957932027 -829.4716000000003
434.0664425016914 -830.1060000000003
434.06810222646106 -830.3477000000003
434.0661065959248 -830.0163000000003
434.0682734445329 -830.4096000000003
434.07301548276064 -830.4487000000003
434.06792835105654 -830.1275000000003
434.07583260319296 -830.5541000000003
433.93061171004047 -827.7047000000003
433.93385452802 -829.0137000000003
434.069875575215 -830.4337000000003
