433.4944458944031 -833.5506000000003
433.4955328170183 -833.8664000000002
433.49126595891636 -833.5480000000002
433.5798260370173 -834.7181000000002
433.5880078828706 -834.9970000000002
433.6002411841393 -835.0782000000002
433.6107241847397 -835.1009000000003
433.57991468984386 -834.7974000000002
433.57037066129084 -834.4914000000002
433.5752747257065 -834.5921000000002
433.5512595030536 -834.0031000000002
433.5573744967067 -834.0715000000002
433.56877330612446 -834.2123000000003
433.5661021686919 -834.1317000000003
433.5485891454517 -833.8804000000002
433.55457659850646 -834.0648000000002
