433.7849357357745 -834.2299000000007
433.7939146401194 -834.2624000000006
433.7804043994005 -834.1928000000007
433.8445649400503 -834.4335000000007
433.853591362167 -834.4851000000007
433.8656161835355 -834.4933000000007
433.9321564251046 -835.3679000000006
433.9961136613741 -835.5387000000007
433.9330518701711 -835.5069000000007
433.8726938667053 -835.0418000000006
433.86702289165964 -834.9957000000006
433.892142322131 -835.1008000000006
433.68104938518024 -833.3602000000006
433.680520624451 -832.7932000000006
433.9328507368293 -835.3983000000006
