433.7575974398538 -836.0729000000002
433.76584007692514 -836.1200000000002
433.7318757337876 -835.9121000000004
433.7780398575105 -836.2024000000002
433.8078920599237 -836.3547000000004
433.78541829036834 -836.3333000000003
433.73034439272107 -835.6725000000002
433.72987723157166 -835.6033000000003
433.7540618263256 -835.9126000000002
433.712827746353 -835.4680000000002
433.6974887918307 -835.3783000000002
433.66149268218766 -835.3466000000003
433.7834608398916 -836.2526000000004
433.77573547974106 -836.1909000000003
433.7797788329882 -836.2383000000003
